fips,rural_urban_continuum_code_2013,civilian_labor_force_2000,unemployment_rate_2000,median_household_income_2019
17061,6.0,6962.0,5.1,52116.0
17063,1.0,21200.0,5.3,83135.0
17065,7.0,4002.0,4.9,51031.0
17067,7.0,10885.0,4.3,53724.0
17069,9.0,1953.0,6.3,44573.0
17071,9.0,4302.0,4.0,55535.0
17073,2.0,27393.0,4.7,61680.0
17075,6.0,16460.0,4.2,51542.0
17077,3.0,30403.0,4.2,37308.0
17079,7.0,5347.0,4.8,59980.0
17081,7.0,19151.0,5.1,50531.0
17083,1.0,11167.0,4.4,63351.0
17085,6.0,12823.0,4.1,62522.0
17087,8.0,4865.0,6.0,55022.0
17089,1.0,222441.0,4.1,84311.0
17091,3.0,52559.0,4.4,60763.0
17093,1.0,32510.0,3.3,105586.0
17095,4.0,28065.0,4.6,43404.0
17097,1.0,339463.0,3.5,92638.0
17099,4.0,56516.0,5.1,59528.0
17101,7.0,8116.0,5.4,47114.0
17103,6.0,17749.0,4.1,57619.0
17105,4.0,19557.0,3.7,54422.0
17107,6.0,15082.0,3.8,53806.0
17109,5.0,16893.0,4.1,49048.0
17111,1.0,152092.0,3.6,89379.0
17113,3.0,85770.0,3.2,69230.0
17115,3.0,56024.0,5.0,52259.0
17117,1.0,24452.0,4.3,54174.0
17119,1.0,133067.0,4.2,66591.0
17121,4.0,20776.0,5.5,52291.0
17123,2.0,7022.0,4.0,63628.0
17125,6.0,7927.0,5.6,51967.0
17127,7.0,7233.0,5.1,54159.0
17129,3.0,7037.0,3.4,77306.0
17131,2.0,8859.0,5.3,62241.0
17133,1.0,15564.0,3.1,90904.0
17135,6.0,14187.0,5.4,51665.0
17137,4.0,18881.0,4.0,55937.0
17139,6.0,7479.0,4.0,65472.0
17141,4.0,27077.0,4.1,63565.0
17143,2.0,91598.0,4.3,57717.0
17145,6.0,10319.0,6.7,56880.0
17147,3.0,9074.0,3.4,72265.0
17149,7.0,8530.0,5.2,54309.0
17151,8.0,2040.0,6.4,46478.0
17153,8.0,3104.0,6.8,38506.0
17155,8.0,3152.0,4.8,74367.0
17157,6.0,15251.0,4.8,58444.0
17159,7.0,7878.0,5.9,49775.0
17161,2.0,77845.0,4.3,57772.0
17163,1.0,119895.0,4.8,57726.0
17165,6.0,11808.0,6.7,48547.0
17167,3.0,105726.0,3.5,61768.0
17169,7.0,3998.0,4.9,56015.0
17171,9.0,2992.0,4.6,61231.0
17173,6.0,11742.0,4.7,61376.0
17175,2.0,2898.0,5.8,54804.0
17177,4.0,26054.0,5.1,51786.0
17179,2.0,67447.0,3.9,66206.0
17181,6.0,8383.0,6.2,51575.0
17183,3.0,38967.0,5.6,46295.0
17185,7.0,6906.0,5.0,54249.0
17187,6.0,10089.0,4.3,53621.0
17189,6.0,8381.0,3.8,64297.0
17191,7.0,8427.0,5.7,51829.0
17193,6.0,7512.0,4.8,51388.0
17195,4.0,30980.0,4.1,50880.0
17197,1.0,280158.0,4.1,90249.0
17199,3.0,29997.0,5.8,56958.0
17201,2.0,146905.0,4.4,59510.0
17203,2.0,18834.0,3.3,77117.0
18001,6.0,16555.0,2.7,53532.0
18003,2.0,175673.0,2.7,56838.0
18005,3.0,37289.0,2.6,71181.0
18007,3.0,4827.0,2.9,55016.0
18009,6.0,7026.0,4.3,46811.0
18011,1.0,24255.0,2.1,84137.0
18013,1.0,7869.0,2.9,59617.0
18015,3.0,10492.0,2.8,58965.0
18017,4.0,20645.0,3.1,51777.0
18019,1.0,52452.0,3.5,59441.0
18021,3.0,12843.0,4.1,54349.0
18023,6.0,16458.0,2.9,55336.0
18025,8.0,5109.0,4.8,44332.0
18027,7.0,14088.0,3.0,56611.0
18029,1.0,24453.0,3.3,71351.0
18031,6.0,13425.0,2.2,60891.0
18033,4.0,21694.0,3.0,59714.0
18035,3.0,58619.0,3.4,45912.0
18037,5.0,22147.0,2.2,63869.0
18039,3.0,96736.0,2.6,55782.0
18041,6.0,12397.0,4.3,48499.0
18043,1.0,38020.0,3.4,64614.0
18045,6.0,8651.0,3.1,55337.0
18047,6.0,11310.0,3.5,67315.0
18049,7.0,10757.0,4.0,55011.0
18051,6.0,16728.0,3.3,61872.0
18053,4.0,34805.0,3.9,47509.0
18055,6.0,16009.0,4.7,51918.0
18057,1.0,101252.0,1.9,107710.0
18059,1.0,30385.0,2.2,77905.0
18061,1.0,18706.0,3.3,64270.0
18063,1.0,57463.0,2.0,85827.0
18065,4.0,23333.0,3.9,49293.0
18067,3.0,41472.0,3.2,54048.0
18069,6.0,20778.0,3.1,54565.0
18071,4.0,21691.0,2.7,59472.0
18073,1.0,14694.0,3.4,65352.0
18075,6.0,10974.0,3.3,49447.0
18077,6.0,16163.0,3.3,53378.0
18079,6.0,14044.0,2.8,55022.0
18081,1.0,63220.0,2.1,74427.0
18083,5.0,19466.0,3.7,48760.0
18085,4.0,39235.0,2.5,64677.0
18087,6.0,16887.0,2.4,70746.0
18089,1.0,225314.0,3.8,57280.0
18091,3.0,53777.0,3.5,56427.0
18093,6.0,22907.0,4.0,56261.0
18095,1.0,63419.0,3.1,54145.0
18097,1.0,455014.0,2.8,50707.0
18099,6.0,23297.0,3.1,53695.0
18101,7.0,5071.0,3.4,56735.0
18103,6.0,17559.0,3.4,53658.0
18105,3.0,63730.0,2.7,53113.0
18107,6.0,19659.0,2.6,54366.0
18109,1.0,35533.0,2.4,63414.0
18111,1.0,7254.0,3.0,61457.0
18113,6.0,24410.0,2.9,60980.0
18115,1.0,2984.0,3.4,58294.0
18117,6.0,9578.0,4.4,47931.0
18119,3.0,10738.0,3.0,53387.0
18121,6.0,8013.0,3.5,51554.0
18123,6.0,9485.0,4.7,53908.0
18125,8.0,6345.0,3.5,52378.0
18127,1.0,77430.0,2.8,74064.0
18129,2.0,13847.0,3.0,68435.0
18131,6.0,6754.0,4.4,52432.0
18133,1.0,17100.0,2.9,64098.0
18135,6.0,13521.0,3.8,50496.0
18137,6.0,13709.0,2.6,61219.0
18139,6.0,9457.0,2.6,54371.0
18141,2.0,134138.0,3.2,53881.0
18143,1.0,11272.0,3.3,50571.0
18145,1.0,23538.0,2.6,59798.0
18147,8.0,10974.0,3.5,59183.0
18149,6.0,10824.0,4.8,54001.0
18151,7.0,18463.0,3.0,59444.0
18153,3.0,9215.0,5.2,53375.0
18155,8.0,5003.0,4.8,52482.0
18157,3.0,77903.0,2.6,51228.0
18159,6.0,8673.0,2.7,69960.0
18161,1.0,3790.0,3.1,53866.0
18163,2.0,89664.0,3.2,51603.0
18165,3.0,8127.0,4.6,50723.0
18167,3.0,50742.0,4.0,48082.0
18169,6.0,18065.0,3.0,59874.0
18171,8.0,4481.0,2.7,64109.0
18173,2.0,28403.0,3.3,79644.0
18175,1.0,14025.0,3.8,51948.0
18177,5.0,35483.0,3.6,47885.0
18179,2.0,14869.0,2.4,61636.0
18181,6.0,13580.0,3.0,58295.0
18183,2.0,17080.0,2.5,67347.0
19001,8.0,4463.0,2.7,57977.0
19003,9.0,2335.0,3.9,53385.0
19005,6.0,7964.0,3.4,56240.0
19007,7.0,6349.0,4.4,41672.0
19009,8.0,3419.0,3.0,53197.0
19011,2.0,13695.0,2.3,70023.0
19013,3.0,68593.0,2.8,60010.0
19015,6.0,14616.0,2.2,63975.0
19017,3.0,12803.0,2.5,67229.0
19019,6.0,10678.0,2.9,67906.0
19021,7.0,10273.0,2.4,57048.0
19023,8.0,7999.0,3.3,57080.0
19025,9.0,5348.0,2.8,57007.0
19027,7.0,11962.0,2.3,61379.0
19029,6.0,7891.0,3.6,53692.0
19031,6.0,10380.0,2.3,71029.0
19033,5.0,25235.0,3.0,54589.0
19035,6.0,6966.0,2.4,59901.0
19037,6.0,6886.0,6.5,60111.0
19039,6.0,4880.0,3.2,57708.0
19041,7.0,9961.0,2.5,57174.0
19043,8.0,10234.0,3.5,53223.0
19045,4.0,26131.0,3.5,56865.0
19047,7.0,8915.0,2.5,58077.0
19049,2.0,23548.0,1.9,97535.0
19051,9.0,4164.0,3.3,57150.0
19053,9.0,4272.0,3.4,44873.0
19055,6.0,10175.0,2.9,70091.0
19057,5.0,22308.0,3.6,53547.0
19059,7.0,9455.0,2.8,66211.0
19061,3.0,48501.0,3.3,62481.0
19063,7.0,6019.0,2.9,55635.0
19065,6.0,11214.0,3.8,53142.0
19067,7.0,8506.0,3.8,55369.0
19069,7.0,5698.0,2.8,55847.0
19071,8.0,4235.0,2.4,60498.0
19073,6.0,4991.0,3.3,55562.0
19075,3.0,6521.0,2.3,73683.0
19077,2.0,6058.0,2.7,64965.0
19079,6.0,8950.0,2.5,63234.0
19081,7.0,6322.0,2.2,62030.0
19083,6.0,9506.0,3.1,57103.0
19085,2.0,8085.0,2.7,63901.0
19087,6.0,10566.0,3.0,57747.0
19089,6.0,5127.0,3.2,58028.0
19091,7.0,5275.0,2.6,56695.0
19093,8.0,3990.0,2.2,58249.0
19095,6.0,8845.0,2.1,66861.0
19097,6.0,11150.0,3.7,57687.0
19099,6.0,19817.0,2.5,67317.0
19101,7.0,9041.0,2.9,51741.0
19103,3.0,67273.0,1.9,67295.0
19105,2.0,10421.0,2.7,63399.0
19107,8.0,5826.0,3.2,54937.0
19109,7.0,8842.0,2.6,59568.0
19111,5.0,18656.0,4.5,51089.0
19113,2.0,111173.0,2.3,64783.0
19115,8.0,6252.0,3.0,60544.0
19117,6.0,4744.0,2.8,53085.0
19119,8.0,6365.0,2.0,66139.0
19121,2.0,7618.0,3.1,72578.0
19123,7.0,11535.0,2.4,59242.0
19125,6.0,17622.0,2.3,66381.0
19127,4.0,20607.0,2.8,55631.0
19129,2.0,7900.0,2.0,72679.0
19131,7.0,5459.0,2.8,61247.0
19133,6.0,4988.0,3.2,53104.0
19135,7.0,3905.0,3.1,56397.0
19137,6.0,6008.0,3.3,52715.0
19139,4.0,22280.0,2.8,61767.0
19141,7.0,7770.0,2.3,60298.0
19143,7.0,3611.0,2.5,60702.0
19145,6.0,8355.0,3.2,52179.0
19147,7.0,5205.0,2.3,55074.0
19149,3.0,13509.0,2.6,69165.0
19151,9.0,4200.0,2.8,56146.0
19153,2.0,215000.0,2.4,67331.0
19155,2.0,48091.0,2.4,60322.0
19157,7.0,10364.0,2.7,57741.0
19159,9.0,2588.0,3.0,50890.0
19161,9.0,5959.0,2.7,59392.0
19163,2.0,85722.0,3.3,65724.0
19165,6.0,7084.0,2.4,60498.0
19167,7.0,17617.0,2.0,71566.0
19169,3.0,46341.0,1.8,64151.0
19171,6.0,9242.0,3.4,56281.0
19173,9.0,3487.0,3.3,51510.0
19175,6.0,6572.0,3.4,52914.0
19177,9.0,3997.0,3.2,50425.0
19179,5.0,17879.0,3.6,50533.0
19181,2.0,23533.0,2.2,79557.0
19183,3.0,11313.0,2.2,63230.0
19185,9.0,3241.0,3.1,49962.0
19187,5.0,19916.0,3.1,53344.0
19189,7.0,6451.0,2.1,50258.0
19191,7.0,12168.0,2.6,65482.0
19193,3.0,55444.0,2.6,58419.0
19195,9.0,4363.0,3.0,60139.0
19197,7.0,7593.0,2.6,54251.0
20001,7.0,7150.0,4.7,46690.0
20003,6.0,4062.0,4.3,51352.0
20005,6.0,8385.0,4.5,51860.0
20007,9.0,2647.0,2.8,50660.0
20009,7.0,14277.0,3.5,50754.0
20011,6.0,8191.0,3.9,47452.0
20013,6.0,5420.0,5.1,47558.0
20015,2.0,30541.0,4.1,66199.0
20017,9.0,1566.0,3.0,51022.0
20019,8.0,1888.0,4.5,43664.0
20021,6.0,10797.0,4.9,47682.0
20023,9.0,1608.0,2.7,47323.0
20025,9.0,1190.0,2.9,59085.0
20027,6.0,4544.0,3.4,52781.0
20029,7.0,5276.0,3.8,46299.0
20031,6.0,4662.0,3.9,62715.0
20033,9.0,1031.0,2.3,47854.0
20035,4.0,17534.0,4.7,51537.0
20037,4.0,18857.0,4.5,42723.0
20039,9.0,1724.0,2.6,46878.0
20041,7.0,10233.0,3.3,58066.0
20043,3.0,4107.0,5.0,52596.0
20045,3.0,58374.0,2.8,62559.0
20047,9.0,1692.0,2.7,49047.0
20049,8.0,1429.0,5.1,41930.0
20051,5.0,15291.0,2.7,51237.0
20053,7.0,3153.0,3.5,56988.0
20055,5.0,20154.0,2.7,57412.0
20057,5.0,15784.0,2.7,54604.0
20059,6.0,13161.0,3.8,55984.0
20061,4.0,11311.0,4.9,58978.0
20063,9.0,1570.0,2.3,52986.0
20065,9.0,1433.0,2.9,48912.0
20067,7.0,3710.0,3.0,65178.0
20069,9.0,2986.0,2.7,69077.0
20071,9.0,760.0,3.4,58492.0
20073,6.0,3712.0,4.9,44876.0
20075,9.0,1270.0,2.8,55857.0
20077,8.0,3169.0,3.8,47540.0
20079,2.0,17545.0,3.6,62961.0
20081,9.0,2074.0,2.4,62477.0
20083,9.0,1003.0,3.5,58360.0
20085,3.0,6642.0,4.3,60615.0
20087,3.0,9742.0,4.0,68549.0
20089,9.0,1886.0,2.7,46017.0
20091,1.0,262345.0,3.0,91913.0
20093,9.0,2024.0,2.8,67301.0
20095,2.0,4236.0,3.7,56907.0
20097,9.0,1605.0,2.9,49588.0
20099,7.0,11317.0,5.0,44170.0
20101,9.0,1112.0,2.9,60315.0
20103,1.0,31228.0,4.1,75840.0
20105,9.0,1894.0,2.9,47557.0
20107,1.0,4729.0,5.0,62876.0
20109,9.0,1596.0,3.6,53538.0
20111,4.0,18515.0,3.2,49840.0
20113,7.0,15328.0,3.0,65834.0
20115,6.0,6689.0,3.1,51771.0
20117,6.0,5544.0,3.7,55858.0
20119,9.0,2161.0,2.8,64640.0
20121,1.0,15314.0,3.4,74428.0
20123,7.0,3499.0,2.8,51979.0
20125,5.0,16964.0,5.3,44240.0
20127,8.0,3052.0,3.7,54775.0
20129,9.0,1740.0,2.9,56175.0
20131,6.0,5216.0,3.0,63373.0
20133,7.0,8376.0,4.5,49533.0
20135,9.0,1777.0,2.5,54727.0
20137,7.0,2653.0,3.2,49739.0
20139,3.0,8821.0,4.6,55655.0
20141,9.0,2303.0,2.7,46351.0
20143,9.0,3361.0,3.1,58729.0
20145,7.0,3512.0,2.9,65141.0
20147,7.0,3112.0,2.9,51546.0
20149,3.0,9328.0,3.3,73685.0
20151,7.0,5046.0,2.8,53980.0
20153,9.0,1465.0,3.0,50768.0
20155,4.0,32232.0,3.9,53371.0
20157,9.0,2965.0,3.0,47082.0
20159,7.0,5187.0,3.8,56350.0
20161,3.0,30650.0,3.0,51996.0
20163,9.0,2724.0,3.4,49485.0
20165,9.0,1726.0,3.5,53189.0
20167,7.0,3534.0,4.1,46112.0
20169,5.0,29818.0,3.1,56741.0
20171,7.0,2978.0,2.2,62914.0
20173,2.0,237680.0,4.2,60014.0
20175,5.0,10351.0,3.0,55727.0
20177,3.0,91254.0,4.0,59451.0
20179,9.0,1483.0,2.2,54627.0
20181,7.0,3609.0,2.9,54000.0
20183,9.0,2168.0,2.9,45915.0
20185,9.0,2279.0,3.2,51007.0
20187,9.0,1261.0,2.5,63401.0
20189,7.0,2454.0,2.9,61264.0
20191,2.0,12838.0,4.7,53618.0
20193,7.0,4242.0,2.5,58652.0
20195,9.0,1661.0,2.6,52597.0
20197,3.0,3728.0,3.4,66168.0
20199,9.0,928.0,2.3,54714.0
20201,9.0,3338.0,3.6,46263.0
20203,9.0,1250.0,3.0,54009.0
20205,7.0,4983.0,4.0,46243.0
20207,9.0,1698.0,5.0,43751.0
20209,1.0,74200.0,6.3,47292.0
21001,7.0,8203.0,5.0,37650.0
21003,3.0,8479.0,4.3,47307.0
21005,6.0,10199.0,3.4,61308.0
21007,9.0,4221.0,5.9,48053.0
21009,6.0,19340.0,4.6,44859.0
21011,8.0,4949.0,6.1,42248.0
21013,7.0,9902.0,6.5,30940.0
21015,1.0,49124.0,2.9,78806.0
21017,2.0,9996.0,3.3,47046.0
21019,2.0,21471.0,5.7,50017.0
21021,7.0,13526.0,3.9,53644.0
21023,1.0,4191.0,3.5,53289.0
21025,7.0,5398.0,6.7,33407.0
21027,8.0,8667.0,4.7,46069.0
21029,1.0,33514.0,3.2,66335.0
21031,3.0,6610.0,4.0,46305.0
21033,7.0,6207.0,4.4,44144.0
21035,7.0,17309.0,3.9,45574.0
21037,1.0,46627.0,3.3,66520.0
21039,9.0,2410.0,6.1,49659.0
21041,6.0,4974.0,4.3,51672.0
21043,6.0,11746.0,7.1,43492.0
21045,9.0,6869.0,4.5,34751.0
21047,2.0,26464.0,4.7,46390.0
21049,2.0,17028.0,3.7,55428.0
21051,7.0,7229.0,6.5,30175.0
21053,9.0,4528.0,5.0,34005.0
21055,7.0,4353.0,6.4,44595.0
21057,9.0,3187.0,5.6,34897.0
21059,3.0,46839.0,4.2,52620.0
21061,3.0,5034.0,4.9,47482.0
21063,9.0,2458.0,8.8,34262.0
21065,6.0,6024.0,4.7,35004.0
21067,2.0,149579.0,2.9,58981.0
21069,7.0,6488.0,4.6,43943.0
21071,7.0,13815.0,6.9,35828.0
21073,4.0,25464.0,3.3,58917.0
21075,9.0,3147.0,5.2,34376.0
21077,1.0,3917.0,3.9,55273.0
21079,6.0,7567.0,3.5,51757.0
21081,1.0,11584.0,3.8,55210.0
21083,7.0,17147.0,4.9,48038.0
21085,6.0,11256.0,5.1,43771.0
21087,8.0,5345.0,4.5,38896.0
21089,2.0,15824.0,5.8,52179.0
21091,3.0,4185.0,4.9,60626.0
21093,3.0,43043.0,4.3,57711.0
21095,7.0,10039.0,8.2,30050.0
21097,6.0,9145.0,3.5,51475.0
21099,8.0,7637.0,4.7,42718.0
21101,2.0,22860.0,3.5,53199.0
21103,1.0,7780.0,3.1,51806.0
21105,9.0,2367.0,4.6,52331.0
21107,5.0,21259.0,5.3,48769.0
21109,9.0,5043.0,5.6,34940.0
21111,1.0,362574.0,3.6,59025.0
21113,2.0,20689.0,2.9,62533.0
21115,7.0,9091.0,5.7,31202.0
21117,1.0,83076.0,3.2,68692.0
21119,9.0,5708.0,7.3,32613.0
21121,7.0,11116.0,5.7,31634.0
21123,3.0,6422.0,4.4,49785.0
21125,5.0,24149.0,4.1,44033.0
21127,6.0,5496.0,6.9,38055.0
21129,9.0,2491.0,5.8,30905.0
21131,9.0,3931.0,5.8,32202.0
21133,9.0,8799.0,7.8,32435.0
21135,8.0,5606.0,8.5,37410.0
21137,7.0,10827.0,4.0,43220.0
21139,9.0,4929.0,5.6,50521.0
21141,6.0,13266.0,3.6,48902.0
21143,9.0,3154.0,5.6,52978.0
21145,5.0,31641.0,4.6,48219.0
21147,9.0,6068.0,6.6,32701.0
21149,3.0,4763.0,5.0,51184.0
21151,4.0,37428.0,3.5,50316.0
21153,9.0,4448.0,10.4,32045.0
21155,7.0,8591.0,5.0,48062.0
21157,7.0,14757.0,5.1,57945.0
21159,9.0,3448.0,7.2,34291.0
21161,6.0,8303.0,3.7,47861.0
21163,3.0,11731.0,4.0,54946.0
21165,9.0,2602.0,6.2,37457.0
21167,6.0,10699.0,3.8,55267.0
21169,9.0,4601.0,4.5,38978.0
21171,8.0,5397.0,8.0,36512.0
21173,6.0,11218.0,4.3,52903.0
21175,9.0,4876.0,6.4,37433.0
21177,6.0,13095.0,5.8,45049.0
21179,6.0,19647.0,4.1,64795.0
21181,8.0,3265.0,7.0,38084.0
21183,6.0,10573.0,5.1,47542.0
21185,1.0,24078.0,3.0,101152.0
21187,8.0,4998.0,3.6,51494.0
21189,9.0,1525.0,5.6,28727.0
21191,1.0,7169.0,3.4,58962.0
21193,7.0,9989.0,6.6,38000.0
21195,7.0,24910.0,6.1,36875.0
21197,6.0,5811.0,4.9,41760.0
21199,5.0,25693.0,4.3,43568.0
21201,8.0,1092.0,4.3,47017.0
21203,7.0,7154.0,4.7,40790.0
21205,7.0,10783.0,4.3,44068.0
21207,9.0,7433.0,5.7,44056.0
21209,2.0,18354.0,3.1,74719.0
21211,1.0,18345.0,3.0,71737.0
21213,6.0,8475.0,3.4,52931.0
21215,1.0,6532.0,3.0,79863.0
21217,7.0,11191.0,5.1,48485.0
21219,8.0,5754.0,4.1,47742.0
21221,2.0,5952.0,4.4,49955.0
21223,1.0,4087.0,3.7,58998.0
21225,6.0,7415.0,4.7,49870.0
21227,3.0,50234.0,3.7,53238.0
21229,9.0,5225.0,4.1,51286.0
21231,7.0,8172.0,5.4,34449.0
21233,8.0,6777.0,4.5,49079.0
21235,7.0,14285.0,4.8,38191.0
21237,9.0,2520.0,8.4,32773.0
21239,2.0,13423.0,2.7,67815.0
22001,2.0,23815.0,5.7,44728.0
22003,6.0,8687.0,6.6,47111.0
22005,2.0,38264.0,5.1,83072.0
22007,6.0,9957.0,6.2,51763.0
22009,6.0,15650.0,6.2,38316.0
22011,6.0,13959.0,5.2,55343.0
22013,6.0,5911.0,6.5,37198.0
22015,2.0,46913.0,4.7,54080.0
22017,2.0,114488.0,5.0,45613.0
22019,3.0,86147.0,4.9,53050.0
22021,8.0,4332.0,6.6,44007.0
22023,3.0,4520.0,4.9,60317.0
22025,9.0,4123.0,9.1,36794.0
22027,6.0,6461.0,6.2,36497.0
22029,7.0,7728.0,8.2,36276.0
22031,2.0,10753.0,6.0,47347.0
22033,2.0,206329.0,4.5,56303.0
22035,7.0,3091.0,9.4,29943.0
22037,2.0,8242.0,5.6,50041.0
22039,6.0,12090.0,5.8,35146.0
22041,7.0,8171.0,7.1,35484.0
22043,3.0,7874.0,6.1,49544.0
22045,2.0,30367.0,5.6,47731.0
22047,2.0,12564.0,6.9,55198.0
22049,6.0,6681.0,5.5,43232.0
22051,1.0,231068.0,4.5,55909.0
22053,6.0,12739.0,5.7,47988.0
22055,2.0,97017.0,4.0,60053.0
22057,3.0,40936.0,4.4,54145.0
22059,6.0,5871.0,5.7,51014.0
22061,4.0,19004.0,5.3,41608.0
22063,2.0,44619.0,5.5,63852.0
22065,7.0,4949.0,7.8,32229.0
22067,6.0,12414.0,7.4,34922.0
22069,6.0,16533.0,5.7,49536.0
22071,1.0,210183.0,5.3,45092.0
22073,3.0,69592.0,4.6,43235.0
22075,1.0,10981.0,5.7,60795.0
22077,2.0,9711.0,6.1,48011.0
22079,3.0,55496.0,5.3,49687.0
22081,8.0,3535.0,6.8,39806.0
22083,6.0,8637.0,6.7,39586.0
22085,6.0,9263.0,5.1,45486.0
22087,1.0,32101.0,5.3,45806.0
22089,1.0,23836.0,5.4,71579.0
22091,2.0,4043.0,5.6,43376.0
22093,1.0,8809.0,8.4,57250.0
22095,1.0,19950.0,6.6,54944.0
22097,4.0,32607.0,6.3,39599.0
22099,2.0,21267.0,5.4,47247.0
22101,4.0,22398.0,7.2,40918.0
22103,1.0,96134.0,4.2,71526.0
22105,3.0,44999.0,6.3,47860.0
22107,9.0,2469.0,7.4,31436.0
22109,3.0,45649.0,4.5,51719.0
22111,3.0,10150.0,5.5,44617.0
22113,2.0,23222.0,5.2,50193.0
22115,5.0,18230.0,6.0,51652.0
22117,6.0,16722.0,6.0,35505.0
22119,2.0,18383.0,6.0,38386.0
22121,2.0,10128.0,5.1,65344.0
22123,9.0,4830.0,9.3,42614.0
22125,2.0,4790.0,6.6,65296.0
22127,6.0,6014.0,6.4,43166.0
23001,3.0,55658.0,3.4,58958.0
23003,7.0,34890.0,4.2,40675.0
23005,2.0,149798.0,2.5,75254.0
23007,6.0,14475.0,5.0,51136.0
23009,6.0,28841.0,4.0,58926.0
23011,4.0,61285.0,3.5,55358.0
23013,7.0,21005.0,2.7,55910.0
23015,8.0,17893.0,3.0,58619.0
23017,6.0,27797.0,4.0,50344.0
23019,3.0,75415.0,3.7,50702.0
23021,8.0,7954.0,5.2,43509.0
23023,2.0,18934.0,2.6,65841.0
23025,6.0,25228.0,4.7,45333.0
23027,6.0,19123.0,3.9,51073.0
23029,7.0,15790.0,5.9,39068.0
23031,2.0,103380.0,2.6,66803.0
24001,3.0,32861.0,5.9,48170.0
24003,1.0,267305.0,3.0,100916.0
24005,1.0,407954.0,3.7,76972.0
24009,1.0,40333.0,3.0,111056.0
24011,6.0,15346.0,3.6,60143.0
24013,1.0,83866.0,2.9,101810.0
24015,1.0,45734.0,3.5,75307.0
24017,1.0,65066.0,2.9,102510.0
24019,6.0,15572.0,5.1,48709.0
24021,1.0,109517.0,2.7,102951.0
24023,6.0,14501.0,5.1,59253.0
24025,1.0,119773.0,3.2,91492.0
24027,1.0,144498.0,2.5,121329.0
24029,6.0,10056.0,3.8,65615.0
24031,1.0,487315.0,2.6,110012.0
24033,1.0,428841.0,3.7,85357.0
24035,1.0,22680.0,3.0,101350.0
24037,3.0,44305.0,3.2,89123.0
24039,2.0,10437.0,6.2,38731.0
24041,6.0,17500.0,3.3,75714.0
24043,2.0,66087.0,3.6,59785.0
24045,2.0,46184.0,4.1,54351.0
24047,2.0,25963.0,6.1,65821.0
24510,1.0,279702.0,5.9,49780.0
25001,3.0,112651.0,3.6,82686.0
25003,3.0,69644.0,3.0,58805.0
25005,1.0,276086.0,3.9,69857.0
25007,7.0,9996.0,2.9,76036.0
25009,1.0,370168.0,2.9,83253.0
25011,4.0,38733.0,2.6,60143.0
25013,2.0,217628.0,3.4,59918.0
25015,2.0,85354.0,2.3,74142.0
25017,1.0,815566.0,2.3,106543.0
25019,7.0,7228.0,1.5,96030.0
25021,1.0,354448.0,2.4,106851.0
25023,1.0,249496.0,2.8,90584.0
25025,1.0,348509.0,3.1,75843.0
25027,2.0,385069.0,2.9,77795.0
26001,9.0,4476.0,7.0,41491.0
26003,7.0,4379.0,5.5,52285.0
26005,4.0,57841.0,3.0,66568.0
26007,7.0,15556.0,5.7,43676.0
26009,9.0,11615.0,4.8,58317.0
26011,8.0,7663.0,6.0,44017.0
26013,9.0,4127.0,6.7,48371.0
26015,2.0,30460.0,3.4,67703.0
26017,3.0,56876.0,4.2,50130.0
26019,9.0,8396.0,4.7,56934.0
26021,3.0,82599.0,3.9,50659.0
26023,6.0,23437.0,3.9,52255.0
26025,3.0,70440.0,4.3,50205.0
26027,2.0,27105.0,3.3,55029.0
26029,7.0,13829.0,4.6,58831.0
26031,7.0,12973.0,8.4,47876.0
26033,7.0,17485.0,6.6,49610.0
26035,6.0,13046.0,5.6,42480.0
26037,2.0,35575.0,2.7,72666.0
26039,7.0,6709.0,4.8,49114.0
26041,5.0,19835.0,5.5,48880.0
26043,7.0,14012.0,4.3,53751.0
26045,2.0,57825.0,2.9,65891.0
